#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
263839	852495	948461	32893	852757	YBR196C	b3962	PGI1	sthA	CDC30|glucose-6-phosphate isomerase|L000001410|L000001409	ECK3954|JW5551|sth|udhA	Synthetic Rescue	genetic	Heux S (2008)	PUBMED:18036177	559292	511145	Low Throughput	-	-	Expression of the E. coli transhydrogenase Udha/sthA can partially restore the growth of the ENYpgi1 yeast mutant on glucose.|S. cerevisiae does not have a functional ortholog of the E. coli transhydrogenase UdhA/sthA.  This was not a cross-species complementation experiment.	-	BIOGRID	P12709	-	NP_009755	P27306	-	NP_418397	APO:0000094	metabolism and growth	phenotype	-	-	partial rescue	Saccharomyces cerevisiae (S288c)	Escherichia coli (K12/MG1655)
2568531	948221	946584	852523	850931	b3708	b0477	tnaA	gsk	ECK3701|JW3686|ind	ECK0471|JW0466	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0A853	-	NP_418164	P0AEW6	-	NP_415010	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568532	946584	946584	850931	850931	b0477	b0477	gsk	gsk	ECK0471|JW0466	ECK0471|JW0466	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0AEW6	-	NP_415010	P0AEW6	-	NP_415010	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568533	945390	946584	849765	850931	b0780	b0477	ybhK	gsk	ECK0769|JW0763	ECK0471|JW0466	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P75767	-	NP_415301	P0AEW6	-	NP_415010	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568534	946379	944760	850736	849162	b1864	b0009	yebC	mog	ECK1865|JW1853	ECK0009|JW0008|bisD|chlG|mogA|yaaG	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0A8A0	-	NP_416378	P0AF03	-	NP_414550	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568535	945782	945807	850149	850174	b1224	b1226	narG	narJ	ECK1218|JW1215|chlC|narC	ECK1220|JW1217	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P09152	-	NP_415742	P0AF26	-	NP_415744	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568536	946624	948648	850970	852940	b0125	b4126	hpt	yjdI	ECK0124|JW5009	ECK4119|JW4087	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0A9M2	-	NP_414667	P0AF59	-	NP_418550	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568537	947660	948648	851973	852940	b0872	b4126	hcr	yjdI	ECK0863|JW5117|ybjV	ECK4119|JW4087	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P75824	-	NP_415393	P0AF59	-	NP_418550	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568538	946304	948684	850661	852976	b1807	b4168	tsaB	tsaE	ECK1805|JW1796|rpf|yeaZ	ECK4164|JW4126|yjeE	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P76256	-	NP_416321	P0AF67	-	NP_418589	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568539	944923	948704	849321	852996	b2743	b4181	pcm	yjfI	ECK2738|JW2713	ECK4177|JW4139	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0A7A5	-	NP_417223	P0AF76	-	NP_418602	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568540	948704	948704	852996	852996	b4181	b4181	yjfI	yjfI	ECK4177|JW4139	ECK4177|JW4139	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0AF76	-	NP_418602	P0AF76	-	NP_418602	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568541	946171	948704	850531	852996	b1523	b4181	yneG	yjfI	ECK1516|JW1516	ECK4177|JW4139	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P76148	-	NP_416040	P0AF76	-	NP_418602	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568542	947131	948704	851465	852996	b2646	b4181	ypjF	yjfI	ECK2643|JW2627	ECK4177|JW4139	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	Q46953	-	NP_417133	P0AF76	-	NP_418602	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568543	947016	948773	851355	853060	b2553	b4255	glnB	rraB	ECK2550|JW2537	ECK4248|JW4212|yjgD	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0A9Z1	-	NP_417048	P0AF90	-	NP_418676	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568544	947016	948360	851355	852657	b2553	b3869	glnB	glnL	ECK2550|JW2537	ECK3862|JW3840|glnR|ntrB	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0A9Z1	-	NP_417048	P0AFB5	-	NP_418305	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568545	945087	948360	849476	852657	b0450	b3869	glnK	glnL	ECK0444|JW0440|ybaI	ECK3862|JW3840|glnR|ntrB	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0AC55	-	NP_414984	P0AFB5	-	NP_418305	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568546	948773	948360	853060	852657	b4255	b3869	rraB	glnL	ECK4248|JW4212|yjgD	ECK3862|JW3840|glnR|ntrB	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0AF90	-	NP_418676	P0AFB5	-	NP_418305	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568547	948360	948360	852657	852657	b3869	b3869	glnL	glnL	ECK3862|JW3840|glnR|ntrB	ECK3862|JW3840|glnR|ntrB	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0AFB5	-	NP_418305	P0AFB5	-	NP_418305	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568548	945084	948360	849473	852657	b0451	b3869	amtB	glnL	ECK0445|JW0441|ybaG	ECK3862|JW3840|glnR|ntrB	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P69681	-	NP_414985	P0AFB5	-	NP_418305	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568549	946841	948361	851182	852658	b2369	b3868	evgA	glnG	ECK2365|JW2366	ECK3861|JW3839|glnT|ntrC	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0ACZ4	-	NP_416870	P0AFB8	-	NP_418304	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568550	948360	948361	852657	852658	b3869	b3868	glnL	glnG	ECK3862|JW3840|glnR|ntrB	ECK3861|JW3839|glnT|ntrC	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0AFB5	-	NP_418305	P0AFB8	-	NP_418304	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568551	946765	946746	851106	851087	b3635	b2285	mutM	nuoE	ECK3625|JW3610|fpg	ECK2279|JW2280	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P05523	-	NP_418092	P0AFD1	-	NP_416788	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568552	946746	946746	851087	851087	b2285	b2285	nuoE	nuoE	ECK2279|JW2280	ECK2279|JW2280	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0AFD1	-	NP_416788	P0AFD1	-	NP_416788	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568553	946662	946746	851004	851087	b2134	b2285	pbpG	nuoE	ECK2127|JW5355|psv|yohB	ECK2279|JW2280	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0AFI5	-	NP_416638	P0AFD1	-	NP_416788	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568554	947573	946746	851889	851087	b0640	b2285	holA	nuoE	ECK0633|JW0635	ECK2279|JW2280	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P28630	-	NP_415173	P0AFD1	-	NP_416788	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568555	946762	946746	851103	851087	b2283	b2285	nuoG	nuoE	ECK2277|JW2278	ECK2279|JW2280	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P33602	-	NP_416786	P0AFD1	-	NP_416788	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568556	947660	946746	851973	851087	b0872	b2285	hcr	nuoE	ECK0863|JW5117|ybjV	ECK2279|JW2280	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P75824	-	NP_415393	P0AFD1	-	NP_416788	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568557	947057	947682	851395	851995	b2583	b3169	yfiP	nusA	ECK2581|JW5409	ECK3158|JW3138	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	Q47319	-	NP_417078	P0AFF6	-	NP_417638	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568558	947867	948485	852178	852779	b3357	b3982	crp	nusG	ECK3345|JW5702|cap|csm	ECK3973|JW3945	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0ACJ8	-	NP_417816	P0AFG0	-	NP_418409	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568559	948297	948485	852595	852779	b3783	b3982	rho	nusG	ECK3775|JW3756|hdf|nitA|nusD|psuA|rnsC|sbaA|sun|tabC|tsu	ECK3973|JW3945	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0AG30	-	NP_418230	P0AFG0	-	NP_418409	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568560	948831	948485	853111	852779	b4302	b3982	sgcA	nusG	ECK4291|JW4264|yjhL	ECK3973|JW3945	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P39363	-	NP_418722	P0AFG0	-	NP_418409	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568561	945303	945303	849680	849680	b0726	b0726	sucA	sucA	ECK0714|JW0715|lys	ECK0714|JW0715|lys	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0AFG3	-	NP_415254	P0AFG3	-	NP_415254	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568562	945307	945303	849684	849680	b0727	b0726	sucB	sucA	ECK0715|JW0716	ECK0714|JW0715|lys	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0AFG6	-	NP_415255	P0AFG3	-	NP_415254	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568563	945307	945307	849684	849684	b0727	b0727	sucB	sucB	ECK0715|JW0716	ECK0715|JW0716	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0AFG6	-	NP_415255	P0AFG6	-	NP_415255	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568564	946845	946845	851186	851186	b2373	b2373	oxc	oxc	ECK2369|JW2370|yfdU	ECK2369|JW2370|yfdU	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0AFI0	-	NP_416874	P0AFI0	-	NP_416874	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568565	948425	945046	852722	849435	b3936	b0399	rpmE	phoB	ECK3928|JW3907	ECK0393|JW0389|phoRc	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0A7M9	-	NP_418371	P0AFJ5	-	NP_414933	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568566	947913	945046	852222	849435	b3405	b0399	ompR	phoB	ECK3392|JW3368|kmt|ompB	ECK0393|JW0389|phoRc	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0AA16	-	NP_417864	P0AFJ5	-	NP_414933	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568567	945046	945046	849435	849435	b0399	b0399	phoB	phoB	ECK0393|JW0389|phoRc	ECK0393|JW0389|phoRc	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0AFJ5	-	NP_414933	P0AFJ5	-	NP_414933	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568568	946059	945046	850420	849435	b1494	b0399	pqqL	phoB	ECK1488|JW1489|pqqE|pqqM|yddC	ECK0393|JW0389|phoRc	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P31828	-	NP_416011	P0AFJ5	-	NP_414933	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568569	946970	946970	851309	851309	b2502	b2502	ppx	ppx	ECK2498|JW2487	ECK2498|JW2487	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0AFL6	-	NP_416997	P0AFL6	-	NP_416997	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568570	949024	949024	853268	853268	b2125	b2125	yehT	yehT	ECK2117|JW5352	ECK2117|JW5352	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0AFT5	-	NP_416629	P0AFT5	-	NP_416629	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568571	945354	4056031	849730	853529	b0759	b4502	galE	yeiW	ECK0748|JW0742|galD	ECK2164|JW5361	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P09147	-	NP_415280	P0AFT8	-	YP_588461	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568572	947995	4056031	852304	853529	b3481	b4502	nikR	yeiW	ECK3465|JW3446|yhhG	ECK2164|JW5361	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0A6Z6	-	NP_417938	P0AFT8	-	YP_588461	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568573	946624	4056031	850970	853529	b0125	b4502	hpt	yeiW	ECK0124|JW5009	ECK2164|JW5361	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0A9M2	-	NP_414667	P0AFT8	-	YP_588461	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568574	945304	4056031	849681	853529	b0968	b4502	yccX	yeiW	ECK0959|JW5131	ECK2164|JW5361	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0AB65	-	NP_415488	P0AFT8	-	YP_588461	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568575	945764	4056031	850131	853529	b0882	b4502	clpA	yeiW	ECK0873|JW0866|lopD	ECK2164|JW5361	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0ABH9	-	NP_415403	P0AFT8	-	YP_588461	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568576	946215	4056031	850575	853529	b1414	b4502	ydcF	yeiW	ECK1407|JW1411	ECK2164|JW5361	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P34209	-	NP_415932	P0AFT8	-	YP_588461	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568577	945212	4056031	849597	853529	b0599	b4502	ybdH	yeiW	ECK0593|JW0592	ECK2164|JW5361	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P45579	-	NP_415132	P0AFT8	-	YP_588461	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568578	947621	4056031	851937	853529	b3105	b4502	yhaJ	yeiW	ECK3096|JW3076	ECK2164|JW5361	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P67660	-	NP_417576	P0AFT8	-	YP_588461	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568579	947660	4056031	851973	853529	b0872	b4502	hcr	yeiW	ECK0863|JW5117|ybjV	ECK2164|JW5361	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P75824	-	NP_415393	P0AFT8	-	YP_588461	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568580	945211	4056031	849596	853529	b0600	b4502	ybdL	yeiW	ECK0594|JW0593	ECK2164|JW5361	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P77806	-	NP_415133	P0AFT8	-	YP_588461	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568581	1450300	4056031	853415	853529	b4555	b4502	yicS	yeiW	ECK3652|JW5965	ECK2164|JW5361	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	Q2M7X4	-	YP_588471	P0AFT8	-	YP_588461	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568582	946760	947042	851101	851381	b2268	b2554	rbn	glrR	ECK2262|JW2263|ecoZ|elaC|rnz|zipD	ECK2551|JW2538|qseF|yfhA	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0A8V0	-	NP_416771	P0AFU4	-	NP_417049	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568583	947573	948385	851889	852682	b0640	b3890	holA	yiiF	ECK0633|JW0635	ECK3883|JW5563	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P28630	-	NP_415173	P0AFU6	-	NP_418326	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568584	948467	947546	852763	851863	b3967	b0610	murI	rnk	ECK3959|JW5550|dga|glr|yijA	ECK0603|JW0602	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P22634	-	NP_418402	P0AFW4	-	NP_415143	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568585	948912	947546	853189	851863	b4389	b0610	radA	rnk	ECK4381|JW4352|sms	ECK0603|JW0602	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P24554	-	NP_418806	P0AFW4	-	NP_415143	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568586	945023	944891	849414	849291	b0969	b0189	tusE	rof	ECK0960|JW0952|yccK	ECK0188|JW0184|mesJ|yaeO	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0AB18	-	NP_415489	P0AFW8	-	NP_414731	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568587	947567	948496	851883	852790	b3067	b3995	rpoD	rsd	ECK3057|JW3039|alt	ECK3987|JW3959|yjaE	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P00579	-	NP_417539	P0AFX4	-	NP_418423	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568588	948496	948496	852790	852790	b3995	b3995	rsd	rsd	ECK3987|JW3959|yjaE	ECK3987|JW3959|yjaE	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0AFX4	-	NP_418423	P0AFX4	-	NP_418423	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568589	947050	947053	851388	851391	b2573	b2572	rpoE	rseA	ECK2571|JW2557|sigE	ECK2570|JW2556|mclA|yfiJ	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0AGB6	-	NP_417068	P0AFX7	-	NP_417067	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568590	945272	945272	849651	849651	b0687	b0687	seqA	seqA	ECK0675|JW0674|hsm-1	ECK0675|JW0674|hsm-1	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0AFY8	-	NP_415213	P0AFY8	-	NP_415213	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568591	948153	946994	852460	851333	b3645	b2522	dinD	sseB	ECK3635|JW3620|orfY|pcsA|yicD	ECK2519|JW5404	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P23840	-	NP_418102	P0AFZ1	-	NP_417017	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568592	948005	946994	852313	851333	b3497	b2522	rsmJ	sseB	ECK3482|JW5672|yhiQ	ECK2519|JW5404	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P68567	-	NP_417954	P0AFZ1	-	NP_417017	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568593	948218	947896	852520	852205	b3701	b3386	dnaN	rpe	ECK3693|JW3678	ECK3373|JW3349|dod|yhfD	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0A988	-	NP_418156	P0AG07	-	NP_417845	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568594	947886	947896	852195	852205	b3374	b3386	frlD	rpe	ECK3361|JW3337|yhfQ	ECK3373|JW3349|dod|yhfD	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P45543	-	NP_417833	P0AG07	-	NP_417845	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568595	948926	945746	853202	850113	b3833	b1183	ubiE	umuD	ECK3827|JW5581|menG|menH|yigO	ECK1171|JW1172	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0A887	-	YP_026269	P0AG11	-	NP_415701	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568596	2847698	945746	853448	850113	b4480	b1183	hdfR	umuD	ECK3756|JW5607|apeR?|yifA|yifD	ECK1171|JW1172	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0A8R9	-	YP_026246	P0AG11	-	NP_415701	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568597	946796	945746	851137	850113	b2316	b1183	accD	umuD	ECK2310|JW2313|dedB|usg	ECK1171|JW1172	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0A9Q5	-	NP_416819	P0AG11	-	NP_415701	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
